run_id,candidate_id,source_type,source_path_or_table,candidate_variable_name,candidate_category,artifact_level,alias_risk_level,input_independence_status,criteria_pass_count,criteria_fail_count,criteria_unknown_count,critical_failures,admissibility_decision_class,allowed_next_use,claim_implication,physical_claim_release
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0001,repo_file,data/OUTREACH01A-06/public_profile_links.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0002,repo_file,data/OUTREACH01A-06/source_inventory.md,mode_or_frequency,frequency_proxy,unknown_level,unknown,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0003,repo_file,data/OUTREACH01A-DTC-DEMO01/FIELD_LIST.md,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0004,repo_file,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_en.md,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0005,repo_file,data/OUTREACH01A-DTC-DEMO01/compact_contact_table_es.md,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0006,repo_file,data/OUTREACH01A-DTC-DEMO01/contact_figure_content_spec.md,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0007,repo_file,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_records.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0008,repo_file,data/OUTREACH01A-DTC-DEMO01/dtc_state_identity_schema.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0009,repo_file,data/OUTREACH01A-DTC-DEMO01/field_aliases_de.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0010,repo_file,data/OUTREACH01A-DTC-DEMO01/field_aliases_en.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0011,repo_file,data/OUTREACH01A-DTC-DEMO01/field_aliases_es.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0012,repo_file,data/QSB-BRIDGE-DATA-01/candidate_source_registry.csv,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0013,repo_file,data/QSB-BRIDGE-DATA-01/preflight_config.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0014,repo_file,data/QSB-BRIDGE-DATA-02A/benzene_edges.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0015,repo_file,data/QSB-BRIDGE-DATA-02A/benzene_nodes.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0016,repo_file,data/QSB-BRIDGE-DATA-02A/c60_edges.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0017,repo_file,data/QSB-BRIDGE-DATA-02A/c60_faces.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0018,repo_file,data/QSB-BRIDGE-DATA-02A/c60_nodes.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0019,repo_file,data/QSB-BRIDGE-DATA-02A/sp2_contrast_config.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0020,repo_file,data/QSB-BRIDGE-DATA-02A/sp2_contrast_manifest.json,delta_phi_or_phase,phase_proxy,unknown_level,high,unknown_requires_lineage,0,1,7,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0021,repo_file,data/QSB-BRIDGE-DATA-02B/adamantane_edges.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0022,repo_file,data/QSB-BRIDGE-DATA-02B/adamantane_nodes.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0023,repo_file,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_config.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0024,repo_file,data/QSB-BRIDGE-DATA-02B/carbon_bonding_organization_manifest.json,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
QSB-PLANCK-BRIDGE-RESONATOR-INDEPENDENT-LAG-VARIABLE-ADMISSIBILITY-EXECUTION-01,CAND-0025,repo_file,data/QSB-BRIDGE-DATA-02B/carbon_ladder_edges.csv,candidate_term_match,unknown,unknown_level,unknown,unknown_requires_lineage,1,1,6,Paar-Mappbarkeit|candidate_rejected_not_pair_mappable,candidate_rejected_not_pair_mappable,exclude_from_lag_mechanism_testing,no_independent_lag_variable_claim,blocked_no_physics_claim
